id,random_int,random_float,random_date,category,boolean
2509,929,45.757533225043176,2026-11-13,C,False
2510,589,47.538585535548236,2026-11-14,B,True
2511,116,,2026-11-15,E,True
2512,666,75.01532294315125,2026-11-16,C,True
2513,918,45.68178045561352,2026-11-17,A,False
2514,103,84.56673490987714,2026-11-18,C,False
2515,194,11.423713859139584,2026-11-19,E,True
2516,166,25.53533502289015,2026-11-20,E,False
2517,871,82.79764635022515,2026-11-21,B,True
2518,90,37.79940386261531,2026-11-22,B,True
2519,686,98.11815587938422,2026-11-23,D,False
2520,122,46.62532815278354,2026-11-24,C,True
2521,143,79.19356229637641,2026-11-25,D,True
2522,994,40.23070413823719,2026-11-26,E,False
2523,106,42.49535190624304,2026-11-27,B,False
2524,887,38.28831472841835,2026-11-28,B,False
2525,428,71.90756205108117,2026-11-29,B,False
2526,305,54.75178840599945,2026-11-30,A,True
2527,872,94.37781113683691,2026-12-01,E,True
2528,971,25.089031653410476,2026-12-02,B,True
2529,317,10.056273208344436,2026-12-03,E,True
2530,963,39.326148509921524,2026-12-04,B,True
2531,635,,2026-12-05,C,True
2532,902,86.0798936915495,2026-12-06,E,True
2533,9,34.619688668032765,2026-12-07,D,True
2534,774,65.37867511244616,2026-12-08,A,False
2535,73,35.01986810232191,2026-12-09,D,True
2536,359,61.72195829944581,2026-12-10,E,True
2537,223,88.48079470306509,2026-12-11,B,True
2538,416,23.135764225940903,2026-12-12,E,True
2539,553,40.424164210703914,2026-12-13,A,True
2540,370,99.32651964297466,2026-12-14,E,False
2541,716,86.85570282494608,2026-12-15,B,False
2542,264,,2026-12-16,D,False
2543,840,51.66275918542753,2026-12-17,C,True
2544,690,28.4600382304681,2026-12-18,D,True
2545,860,51.72094276935294,2026-12-19,B,True
2546,318,84.81814982799472,2026-12-20,B,True
2547,84,68.51745132777806,2026-12-21,A,False
2548,318,29.004402817798656,2026-12-22,E,False
2549,111,20.146392105353293,2026-12-23,E,True
2550,251,26.52085369968291,2026-12-24,D,True
2551,383,16.975920139282653,2026-12-25,C,False
2552,7,9.564069602371594,2026-12-26,C,False
2553,459,41.9136174442055,2026-12-27,A,False
2554,84,11.32996043982677,2026-12-28,B,False
2555,208,17.191255772710434,2026-12-29,A,False
2556,900,54.73246843394861,2026-12-30,E,False
2557,390,16.459927369957473,2026-12-31,B,False
2558,314,,2027-01-01,A,True
2559,22,31.73888500278852,2027-01-02,D,True
2560,410,22.031909862196752,2027-01-03,E,False
2561,895,51.53051879943767,2027-01-04,C,True
2562,515,10.236708458320932,2027-01-05,A,False
2563,127,75.17707876829782,2027-01-06,E,True
2564,809,90.62335194351387,2027-01-07,E,False
2565,700,74.34351739561944,2027-01-08,C,True
2566,874,53.282703740139425,2027-01-09,C,False
2567,14,86.06678217888852,2027-01-10,C,True
2568,971,69.49183797815076,2027-01-11,N,True
2569,978,1.0551122450189854,2027-01-12,C,False
2570,12,39.40901527745031,2027-01-13,D,False
2571,87,85.09518994068,2027-01-14,E,False
2572,524,34.58588579752693,2027-01-15,C,True
2573,909,3.52151735255235,2027-01-16,E,True
2574,537,74.61796385522723,2027-01-17,B,True
2575,301,80.20382702828685,2027-01-18,B,True
2576,243,16.059369504330856,2027-01-19,C,False
2577,122,53.73404968431812,2027-01-20,E,False
2578,147,19.195543899572577,2027-01-21,B,False
2579,567,71.92344190441467,2027-01-22,C,False
2580,750,27.155045517748565,2027-01-23,E,False
2581,356,31.621512256333006,2027-01-24,C,False
2582,685,84.49708536401013,2027-01-25,E,False
2583,904,47.63223522069043,2027-01-26,B,True
2584,733,66.97544512182478,2027-01-27,C,False
2585,631,40.23730507224676,2027-01-28,B,False
2586,309,29.80068571937554,2027-01-29,C,False
2587,695,62.547806042466135,2027-01-30,A,True
2588,288,15.485757407882128,2027-01-31,B,False
2589,307,,2027-02-01,B,True
2590,812,,2027-02-02,D,True
2591,594,69.57949669407455,2027-02-03,B,False
2592,966,94.42088383461076,2027-02-04,E,False
2593,914,99.55109680158664,2027-02-05,C,True
2594,723,,2027-02-06,A,True
2595,662,25.253038963644446,2027-02-07,E,True
2596,549,44.282937038432415,2027-02-08,E,True
2597,352,84.72694099627238,2027-02-09,E,False
2598,312,20.600567855203987,2027-02-10,N,True
2599,873,95.20956516529237,2027-02-11,A,False
2600,59,34.1865768798151,2027-02-12,D,False
2601,643,98.5803659450305,2027-02-13,B,True
2602,924,83.86088875339622,2027-02-14,E,False
2603,714,80.85705341473903,2027-02-15,B,True
2604,755,31.79046737732836,2027-02-16,B,True
2605,35,0.8777211947929464,2027-02-17,E,True
2606,445,,2027-02-18,D,False
2607,93,30.180936966269368,2027-02-19,B,False
2608,950,,2027-02-20,C,True
2609,959,50.536525650592964,2027-02-21,B,False
2610,207,40.30313112827366,2027-02-22,E,False
2611,353,63.45564677415248,2027-02-23,A,False
2612,903,62.11863221940832,2027-02-24,B,False
2613,332,12.074663589668011,2027-02-25,D,False
2614,817,97.69655461266225,2027-02-26,N,True
2615,862,18.693142944144693,2027-02-27,C,False
2616,725,44.527402476470456,2027-02-28,A,False
2617,159,48.811754343373494,2027-03-01,A,True
2618,954,81.30627972141201,2027-03-02,B,False
2619,957,9.922959609464677,2027-03-03,E,False
2620,24,42.864427920853174,2027-03-04,D,False
2621,404,62.85021702362039,2027-03-05,C,True
2622,805,21.515562162405555,2027-03-06,A,False
2623,516,62.74678987660728,2027-03-07,D,False
2624,732,92.36648375496527,2027-03-08,E,True
2625,364,99.7518131172675,2027-03-09,C,False
2626,382,3.2451076790675715,2027-03-10,C,False
2627,532,23.55882282446775,2027-03-11,E,True
2628,956,31.030711579169747,2027-03-12,C,True
2629,152,39.91261004449661,2027-03-13,E,True
2630,562,24.22571575847674,2027-03-14,C,False
2631,689,20.348799455531253,2027-03-15,B,False
2632,947,95.45538424175,2027-03-16,E,False
2633,608,91.85216027705178,2027-03-17,D,True
2634,617,4.6992501003117475,2027-03-18,B,True
2635,420,33.881302160484815,2027-03-19,D,False
2636,250,40.51485536784066,2027-03-20,C,False
2637,117,23.901453466594337,2027-03-21,D,True
2638,866,62.88728969881755,2027-03-22,B,False
2639,512,64.0380746644241,2027-03-23,E,True
2640,740,85.05042283285971,2027-03-24,A,False
2641,578,74.08692683852178,2027-03-25,D,False
2642,335,54.25733269659556,2027-03-26,A,True
2643,418,65.35867700444199,2027-03-27,D,False
2644,932,27.39887815430181,2027-03-28,D,False
2645,774,59.30561899673577,2027-03-29,E,False
2646,295,48.92272547499192,2027-03-30,C,True
2647,938,13.33444673163704,2027-03-31,B,False
2648,755,24.25442765829707,2027-04-01,B,False
2649,371,29.169345072158603,2027-04-02,N,True
2650,186,92.4309567052558,2027-04-03,C,False
2651,246,23.038663938588943,2027-04-04,A,False
2652,637,28.924390281966815,2027-04-05,B,False
2653,268,,2027-04-06,A,True
2654,643,66.3742738625387,2027-04-07,C,True
2655,237,11.823839247214051,2027-04-08,C,False
2656,530,95.3945212493776,2027-04-09,E,False
2657,552,86.55712200947644,2027-04-10,B,True
2658,21,57.721607300895016,2027-04-11,E,True
2659,911,67.40378674249567,2027-04-12,B,False
2660,737,1.666047124421599,2027-04-13,C,False
2661,867,33.89447753484487,2027-04-14,C,False
2662,794,79.5660230661442,2027-04-15,D,False
2663,520,,2027-04-16,D,False
2664,100,28.23138342107202,2027-04-17,C,False
2665,752,58.52968283343113,2027-04-18,C,False
2666,478,25.641302769894182,2027-04-19,A,True
2667,599,93.39779741445192,2027-04-20,A,True
2668,298,,2027-04-21,E,False
2669,940,79.73943579077786,2027-04-22,D,False
2670,526,50.794869190640824,2027-04-23,D,False
2671,334,75.0330775819956,2027-04-24,C,False
2672,2,31.071532831144744,2027-04-25,C,True
2673,375,51.44896023120388,2027-04-26,E,False
2674,293,85.68353497231763,2027-04-27,D,False
2675,837,46.68780991231044,2027-04-28,A,True
2676,934,35.971986191026964,2027-04-29,B,True
2677,553,53.61553862527361,2027-04-30,E,False
2678,318,71.73627530363669,2027-05-01,B,True
2679,502,44.356334549850274,2027-05-02,A,True
2680,828,93.8876975142273,2027-05-03,A,False
2681,381,29.494582404234205,2027-05-04,B,False
2682,623,47.54636061691204,2027-05-05,E,True
2683,14,75.69276593414415,2027-05-06,B,False
2684,504,68.91210904957582,2027-05-07,E,False
2685,231,86.36410524171562,2027-05-08,E,True
2686,985,99.68091806811088,2027-05-09,C,True
2687,84,42.68583287950896,2027-05-10,D,False
2688,130,11.115087978331184,2027-05-11,D,False
2689,743,3.0415880807967977,2027-05-12,A,True
2690,838,72.68769061397717,2027-05-13,C,True
2691,145,,2027-05-14,D,False
2692,891,22.07125859444187,2027-05-15,E,True
2693,857,15.844803718990597,2027-05-16,E,True
2694,28,6.2205091525690985,2027-05-17,B,False
2695,66,82.27029217172064,2027-05-18,B,False
2696,163,,2027-05-19,E,False
2697,229,40.169689275977646,2027-05-20,E,False
2698,261,50.27501916096123,2027-05-21,N,True
2699,449,83.94532342095508,2027-05-22,N,False
2700,424,65.0833221561485,2027-05-23,A,False
2701,460,61.50646298578113,2027-05-24,B,True
2702,952,17.56720999559107,2027-05-25,D,True
2703,676,51.318989170982974,2027-05-26,D,True
2704,301,71.53810171786552,2027-05-27,D,False
2705,919,97.32608830304918,2027-05-28,C,True
2706,303,20.140630921335223,2027-05-29,C,False
2707,287,0.9543353067226645,2027-05-30,D,True
2708,395,7.530143359846974,2027-05-31,E,False
2709,10,37.58524651819792,2027-06-01,C,True
2710,707,82.05446477459871,2027-06-02,B,False
2711,630,0.7142081768245045,2027-06-03,C,False
2712,270,45.67305928858403,2027-06-04,E,True
2713,592,32.92306153413945,2027-06-05,A,True
2714,970,5.248171009972758,2027-06-06,C,False
2715,605,45.023628667261725,2027-06-07,D,True
2716,778,25.474870733671885,2027-06-08,D,False
2717,844,35.18848343470064,2027-06-09,D,False
2718,862,70.5615304784293,2027-06-10,A,False
2719,361,52.15509839109671,2027-06-11,E,True
2720,257,12.464742899281333,2027-06-12,B,False
2721,133,96.1414540423639,2027-06-13,E,False
2722,276,63.59107657097384,2027-06-14,A,False
2723,776,76.58684256625315,2027-06-15,D,False
2724,683,7.921315000837081,2027-06-16,E,True
2725,972,4.705837946001889,2027-06-17,B,True
2726,513,1.9448050368081171,2027-06-18,D,False
2727,313,18.879402777344445,2027-06-19,B,True
2728,576,,2027-06-20,C,True
2729,886,93.58261334028228,2027-06-21,B,False
2730,980,45.70596592657763,2027-06-22,D,True
2731,284,29.02551053725294,2027-06-23,C,True
2732,121,56.193525351966336,2027-06-24,D,True
2733,107,11.193457813478924,2027-06-25,D,True
2734,933,60.95058910049832,2027-06-26,C,True
2735,687,56.84319543305033,2027-06-27,B,True
2736,997,79.19930334057096,2027-06-28,A,False
2737,204,98.6687611617024,2027-06-29,A,True
2738,165,25.08734717161105,2027-06-30,A,False
2739,305,50.96564508037606,2027-07-01,A,False
2740,497,90.88654063190036,2027-07-02,E,False
2741,632,78.51898844228413,2027-07-03,A,True
2742,556,48.74063031008076,2027-07-04,C,True
2743,824,94.53716496147779,2027-07-05,A,False
2744,156,5.723669351680938,2027-07-06,D,False
2745,367,93.0998619712584,2027-07-07,A,False
2746,719,5.050739238280655,2027-07-08,N,True
2747,902,,2027-07-09,C,True
2748,620,89.04409480010858,2027-07-10,C,True
2749,251,26.27209435613028,2027-07-11,E,False
2750,957,47.224849894515856,2027-07-12,D,True
2751,916,32.43288791369666,2027-07-13,C,True
2752,882,,2027-07-14,B,False
2753,334,82.36455947530908,2027-07-15,A,False
2754,642,,2027-07-16,C,False
2755,969,58.76269866151087,2027-07-17,B,True
2756,511,82.05917893241481,2027-07-18,A,False
2757,293,39.226704152354706,2027-07-19,E,True
2758,20,44.75518551060619,2027-07-20,C,False
2759,282,73.00017210808615,2027-07-21,C,True
2760,797,35.77547632937142,2027-07-22,B,False
2761,1,6.390094204837382,2027-07-23,D,False
2762,119,7.433460888607146,2027-07-24,E,True
2763,35,11.536280130570386,2027-07-25,D,True
2764,198,86.96813233436627,2027-07-26,C,False
2765,485,47.22264257562043,2027-07-27,D,True
2766,757,71.28823693447364,2027-07-28,A,False
2767,59,39.29093356048933,2027-07-29,E,False
2768,837,25.87109474156345,2027-07-30,D,True
2769,161,34.71921675622119,2027-07-31,A,True
2770,691,79.41823453171835,2027-08-01,B,True
2771,206,62.52161250314382,2027-08-02,D,False
2772,12,93.7639779957902,2027-08-03,E,False
2773,490,67.97047785768339,2027-08-04,A,True
2774,276,57.0181631754694,2027-08-05,D,False
2775,693,61.01960089858345,2027-08-06,B,False
2776,242,94.23714394684146,2027-08-07,D,True
2777,216,78.8200929866706,2027-08-08,A,False
2778,251,2.4041237366437818,2027-08-09,D,False
2779,811,53.41396961356972,2027-08-10,E,False
2780,126,68.83384115465648,2027-08-11,C,True
2781,994,74.86984784391551,2027-08-12,N,True
2782,217,21.314211931393668,2027-08-13,A,False
2783,306,86.71773544513522,2027-08-14,A,True
2784,797,,2027-08-15,A,False
2785,185,23.671530584486977,2027-08-16,D,True
2786,39,88.26154575172458,2027-08-17,E,False
2787,223,9.69787625160954,2027-08-18,B,False
2788,184,5.570683611524519,2027-08-19,E,False
2789,495,,2027-08-20,A,False
2790,427,5.7741079467036,2027-08-21,D,True
2791,178,84.5012237155776,2027-08-22,D,False
2792,919,5.905014445827195,2027-08-23,A,False
2793,428,27.166419136365548,2027-08-24,D,True
2794,294,10.375634353585639,2027-08-25,A,True
2795,852,29.542203631376495,2027-08-26,E,False
2796,151,9.055946760092048,2027-08-27,C,False
2797,384,66.8003250743014,2027-08-28,D,True
2798,638,13.332681634257515,2027-08-29,A,False
2799,813,85.18459258388879,2027-08-30,A,False
2800,308,81.7191050726641,2027-08-31,D,False
2801,336,1.366168547060942,2027-09-01,B,False
2802,946,89.57263555151145,2027-09-02,A,False
2803,746,2.894431674336706,2027-09-03,D,False
2804,892,23.96457849575566,2027-09-04,A,False
2805,375,,2027-09-05,B,False
2806,8,33.584348703931596,2027-09-06,C,False
2807,341,51.38665257132716,2027-09-07,B,False
2808,129,79.66448690151381,2027-09-08,E,True
2809,776,33.79815504698362,2027-09-09,D,True
2810,669,70.54900246731167,2027-09-10,B,False
2811,352,18.750445711898035,2027-09-11,C,False
2812,358,,2027-09-12,A,False
2813,517,23.599660590923754,2027-09-13,N,True
2814,495,14.354475594376792,2027-09-14,B,True
2815,86,18.54088503740543,2027-09-15,C,False
2816,175,18.20631288818554,2027-09-16,B,True
2817,802,51.286287937699115,2027-09-17,E,True
2818,193,84.4797581188146,2027-09-18,D,False
2819,311,7.960507699250563,2027-09-19,A,False
2820,119,70.69563184934226,2027-09-20,C,True
2821,218,65.43464596528577,2027-09-21,B,False
2822,427,87.25199518293624,2027-09-22,D,True
2823,970,24.414756050690723,2027-09-23,B,True
2824,414,45.010985868502964,2027-09-24,D,True
2825,114,92.58273744435174,2027-09-25,E,False
2826,978,65.99934501353172,2027-09-26,B,True
2827,145,38.87684128615969,2027-09-27,E,True
2828,538,,2027-09-28,C,False
2829,648,,2027-09-29,E,False
2830,303,58.121547748938326,2027-09-30,N,True
2831,744,71.81679475605137,2027-10-01,C,False
2832,881,12.442188685189349,2027-10-02,B,False
2833,588,59.9597260044054,2027-10-03,B,False
2834,987,55.0351278838751,2027-10-04,D,False
2835,840,51.3955446690708,2027-10-05,A,True
2836,345,69.01231176820079,2027-10-06,A,False
2837,814,83.74495950834618,2027-10-07,B,False
2838,964,32.298968317686835,2027-10-08,D,True
2839,801,88.90121901109595,2027-10-09,A,True
2840,1,16.063361261855068,2027-10-10,E,False
2841,147,17.302386975116434,2027-10-11,B,False
2842,287,26.67720636239239,2027-10-12,E,False
2843,976,11.953086954707782,2027-10-13,D,True
2844,654,23.031922468287757,2027-10-14,E,False
2845,53,10.64117629028446,2027-10-15,A,True
2846,304,82.17524169853904,2027-10-16,A,False
2847,69,13.89689918866246,2027-10-17,C,False
2848,361,,2027-10-18,B,False
2849,602,4.791386791333374,2027-10-19,D,False
2850,958,94.85203275139152,2027-10-20,B,False
2851,220,71.11600875277662,2027-10-21,E,True
2852,962,,2027-10-22,D,True
2853,704,76.3856500200214,2027-10-23,D,True
2854,966,51.40819207661853,2027-10-24,A,False
2855,575,77.93651703351198,2027-10-25,N,True
2856,585,52.249680889058844,2027-10-26,A,True
2857,161,64.10248576353547,2027-10-27,A,False
2858,681,,2027-10-28,C,False
2859,89,40.51080545878567,2027-10-29,A,True
2860,688,0.2708149820452088,2027-10-30,B,True
2861,781,84.99464959451885,2027-10-31,D,True
2862,585,38.08903626246626,2027-11-01,A,True
2863,757,49.60427260165831,2027-11-02,B,True
2864,589,0.7766642153968717,2027-11-03,E,True
2865,159,49.2092010350098,2027-11-04,D,True
2866,489,98.64874015717295,2027-11-05,E,False
2867,971,,2027-11-06,B,True
2868,324,,2027-11-07,E,False
2869,610,68.71899964686766,2027-11-08,E,False
2870,381,81.47936675236586,2027-11-09,E,False
2871,102,41.73916240061003,2027-11-10,A,True
2872,494,30.966887040129254,2027-11-11,A,True
2873,644,93.7825799985067,2027-11-12,A,False
2874,614,67.71449666716693,2027-11-13,D,False
2875,19,,2027-11-14,B,True
2876,454,6.892787813464862,2027-11-15,A,False
2877,482,48.35498507903691,2027-11-16,E,True
2878,594,22.009006604727244,2027-11-17,E,False
2879,397,25.39847533762535,2027-11-18,E,False
2880,279,87.76921788278483,2027-11-19,E,False
2881,851,8.956602431631067,2027-11-20,C,False
2882,365,,2027-11-21,D,True
2883,331,27.114225338058805,2027-11-22,B,False
2884,641,76.03282214041377,2027-11-23,B,True
2885,344,,2027-11-24,A,True
2886,822,0.7391901444293025,2027-11-25,C,True
2887,455,50.91354129215991,2027-11-26,B,True
2888,601,13.931948237804637,2027-11-27,D,False
2889,725,86.62270305786768,2027-11-28,E,False
2890,655,87.15858828624066,2027-11-29,A,False
2891,65,,2027-11-30,D,False
2892,76,44.43956184510805,2027-12-01,B,False
2893,711,30.32829394045271,2027-12-02,C,True
2894,143,71.6606298960031,2027-12-03,A,False
2895,917,35.86613630264591,2027-12-04,B,True
2896,915,26.779247452263377,2027-12-05,A,True
2897,828,43.22310595045082,2027-12-06,B,False
2898,605,9.148751838745872,2027-12-07,E,True
2899,473,74.66032046442038,2027-12-08,C,True
2900,417,1.2596401271786961,2027-12-09,E,False
2901,305,64.4485061520594,2027-12-10,B,False
2902,736,18.28645267548724,2027-12-11,D,False
2903,497,23.240404621441314,2027-12-12,E,True
2904,291,,2027-12-13,D,False
2905,940,99.29434657829071,2027-12-14,B,False
2906,102,77.77174890725507,2027-12-15,C,True
2907,986,22.5839632223392,2027-12-16,D,False
2908,267,17.60247550411338,2027-12-17,B,True
2909,867,86.62328702676703,2027-12-18,D,True
2910,968,44.41839479215043,2027-12-19,E,False
2911,622,13.705280282815547,2027-12-20,B,True
2912,974,86.2211423321938,2027-12-21,E,True
2913,842,81.60923529142615,2027-12-22,A,False
2914,962,98.39063638971636,2027-12-23,B,False
2915,942,90.9743686712684,2027-12-24,D,False
2916,777,85.17903386605417,2027-12-25,A,False
2917,3,5.257439781100315,2027-12-26,E,True
2918,85,,2027-12-27,E,False
2919,794,56.89831943041228,2027-12-28,D,False
2920,328,53.14792462818209,2027-12-29,A,False
2921,816,45.79632144895355,2027-12-30,C,True
2922,450,39.67893254145842,2027-12-31,D,False
2923,454,43.12104848643289,2028-01-01,E,True
2924,924,56.92979341347952,2028-01-02,B,False
2925,629,0.2076517600081207,2028-01-03,A,True
2926,221,26.07087741328522,2028-01-04,C,True
2927,154,51.827972068871105,2028-01-05,B,False
2928,665,72.22160986736462,2028-01-06,N,True
2929,12,17.415669239539632,2028-01-07,D,True
2930,133,54.68811737874329,2028-01-08,D,False
2931,994,,2028-01-09,A,False
2932,304,44.46276579139047,2028-01-10,C,True
2933,293,2.708113367005105,2028-01-11,A,True
2934,975,44.92681584656367,2028-01-12,B,True
2935,300,29.64448877441531,2028-01-13,B,False
2936,740,92.96496077013283,2028-01-14,D,True
2937,783,12.461338567832737,2028-01-15,A,True
2938,43,65.24759555072322,2028-01-16,D,False
2939,944,5.271976633450115,2028-01-17,C,False
2940,343,,2028-01-18,B,False
2941,326,55.39794872200806,2028-01-19,E,False
2942,814,29.795493131686545,2028-01-20,E,False
2943,498,45.50756355203844,2028-01-21,A,True
2944,364,16.355379453018738,2028-01-22,A,True
2945,891,30.412384946803616,2028-01-23,E,True
2946,427,62.110632491020304,2028-01-24,A,False
2947,21,30.18000558611551,2028-01-25,B,False
2948,407,89.97430784088716,2028-01-26,C,False
2949,619,62.840695764098975,2028-01-27,C,True
2950,336,43.864901843598446,2028-01-28,D,False
2951,815,3.875693555418247,2028-01-29,B,False
2952,117,49.954833520467126,2028-01-30,A,False
2953,124,76.47762421250891,2028-01-31,A,True
2954,399,26.555759801241365,2028-02-01,D,False
2955,793,80.67735696487674,2028-02-02,D,False
2956,804,25.18067660508815,2028-02-03,A,True
2957,715,82.37463879508005,2028-02-04,A,False
2958,51,8.52683416116774,2028-02-05,B,False
2959,783,86.61837088690295,2028-02-06,D,False
2960,324,49.91864509333305,2028-02-07,B,True
2961,789,29.6537589620262,2028-02-08,A,False
2962,141,26.511325041514876,2028-02-09,E,False
2963,470,43.20105589303627,2028-02-10,E,True
2964,787,99.9049498103645,2028-02-11,A,True
2965,802,22.032739343758255,2028-02-12,D,False
2966,334,10.321664887899962,2028-02-13,E,True
2967,893,58.50351687186619,2028-02-14,D,False
2968,964,48.854246644025714,2028-02-15,E,True
2969,373,52.419627106330736,2028-02-16,D,False
2970,564,66.69354175572171,2028-02-17,E,False
2971,494,26.714406987064933,2028-02-18,D,False
2972,539,91.06649953838884,2028-02-19,N,True
2973,669,43.567206612229036,2028-02-20,D,True
2974,751,12.908619514246178,2028-02-21,N,False
2975,156,74.22987567339443,2028-02-22,B,False
2976,291,64.31043526178503,2028-02-23,A,False
2977,648,31.574340248403708,2028-02-24,B,False
2978,144,62.15187240340485,2028-02-25,N,True
2979,106,21.986195636897687,2028-02-26,B,True
2980,420,44.48393593405295,2028-02-27,N,False
2981,670,89.94125221673252,2028-02-28,B,True
2982,658,13.353423316074942,2028-02-29,D,True
2983,2,38.6696449987462,2028-03-01,D,True
2984,945,82.11424247203473,2028-03-02,C,False
2985,589,96.94908994061781,2028-03-03,B,False
2986,644,45.39261364217959,2028-03-04,B,True
2987,90,50.699962014334744,2028-03-05,E,True
2988,345,57.21719617837697,2028-03-06,E,False
2989,350,93.23481416337108,2028-03-07,A,False
2990,459,85.82067909770298,2028-03-08,D,False
2991,263,17.060112462164433,2028-03-09,C,True
2992,351,43.6757817847075,2028-03-10,E,True
2993,108,46.40004281964263,2028-03-11,B,True
2994,586,78.90961116487567,2028-03-12,A,False
2995,39,60.28928826054353,2028-03-13,N,False
2996,909,,2028-03-14,B,False
2997,159,99.81999076656176,2028-03-15,B,False
2998,583,7.496004347001306,2028-03-16,D,False
2999,959,22.3009823533733,2028-03-17,D,True
3000,312,40.78959373715468,2028-03-18,E,True
3001,241,34.77824030488872,2028-03-19,E,True
3002,938,2.164556134698359,2028-03-20,B,False
3003,445,9.177760647117584,2028-03-21,B,True
3004,298,68.09532914035762,2028-03-22,E,False
3005,952,,2028-03-23,E,True
3006,36,51.42270112659776,2028-03-24,B,True
3007,84,53.9191079513633,2028-03-25,C,False
3008,452,25.50934328323794,2028-03-26,B,True
3009,886,76.78763636337113,2028-03-27,C,True
3010,775,75.17945873672564,2028-03-28,C,True
3011,822,58.83656892176566,2028-03-29,B,True
3012,385,21.266428651134284,2028-03-30,A,True
3013,172,9.701821823708945,2028-03-31,E,True
3014,376,6.4238575857125895,2028-04-01,D,True
3015,685,59.26960666428778,2028-04-02,B,False
3016,362,82.50353191428,2028-04-03,C,True
3017,559,85.83304317809248,2028-04-04,N,False
3018,891,46.36220743434498,2028-04-05,E,True
3019,141,78.4271299306717,2028-04-06,C,False
3020,887,94.68801963410236,2028-04-07,D,False
3021,918,27.5170112488068,2028-04-08,D,True
3022,118,39.79603463807572,2028-04-09,D,False
3023,277,93.14789925966807,2028-04-10,A,False
3024,726,33.823096731728484,2028-04-11,C,True
3025,220,91.38762903217963,2028-04-12,C,False
3026,905,98.10448622544658,2028-04-13,A,True
3027,26,66.18107285744247,2028-04-14,C,False
3028,521,81.68902895041683,2028-04-15,A,False
3029,783,74.95455642210852,2028-04-16,B,False
3030,10,69.95342576155238,2028-04-17,E,False
3031,984,30.693107298123255,2028-04-18,D,True
3032,378,5.709433790794371,2028-04-19,A,True
3033,633,34.30517325196506,2028-04-20,A,True
3034,637,,2028-04-21,A,True
3035,682,10.252919822780138,2028-04-22,B,True
3036,584,1.1917982978242092,2028-04-23,A,False
3037,152,13.969237260293866,2028-04-24,E,True
3038,720,71.57359264107953,2028-04-25,N,False
3039,49,97.2793701656444,2028-04-26,D,False
3040,154,98.30646996148205,2028-04-27,B,True
3041,859,49.39791491401879,2028-04-28,E,True
3042,293,86.93523009923474,2028-04-29,C,True
3043,580,73.6826455751504,2028-04-30,C,False
3044,50,50.104023698460345,2028-05-01,C,True
3045,664,57.276053295508675,2028-05-02,A,False
3046,531,13.722714661687107,2028-05-03,A,False
3047,612,93.7661460616592,2028-05-04,C,True
3048,60,35.19297707317768,2028-05-05,D,False
3049,167,44.61492564571695,2028-05-06,N,False
3050,202,67.16602309978987,2028-05-07,A,True
3051,857,33.39024715265539,2028-05-08,C,False
3052,146,25.425916098893055,2028-05-09,D,True
3053,915,63.10493932702206,2028-05-10,A,True
3054,676,2.498408228184945,2028-05-11,C,False
3055,970,72.07251120266788,2028-05-12,B,False
3056,993,51.402336987650976,2028-05-13,C,False
3057,439,60.57537305209344,2028-05-14,C,False
3058,242,63.188015924688514,2028-05-15,E,False
3059,581,52.70501564925637,2028-05-16,E,False
3060,687,58.253377744073596,2028-05-17,B,False
3061,561,68.37882008898745,2028-05-18,B,True
3062,483,75.31188471796742,2028-05-19,C,True
3063,108,72.74523912861206,2028-05-20,D,True
3064,226,86.96164577322617,2028-05-21,B,False
3065,673,18.944343316740277,2028-05-22,C,False
3066,631,40.114796949179755,2028-05-23,A,False
3067,661,94.7796066014457,2028-05-24,E,True
3068,977,39.65905743863297,2028-05-25,D,True
3069,662,,2028-05-26,C,True
3070,432,52.54451263621795,2028-05-27,A,False
3071,805,10.949097255446215,2028-05-28,E,False
3072,655,20.28532387278652,2028-05-29,A,True
3073,419,99.83187565709567,2028-05-30,C,False
3074,988,,2028-05-31,B,True
3075,455,28.405838904042902,2028-06-01,E,False
3076,160,99.4774954573906,2028-06-02,A,True
3077,523,96.65589185551433,2028-06-03,B,False
3078,650,44.073904108426355,2028-06-04,D,True
3079,969,26.04031087879084,2028-06-05,C,False
3080,590,83.839963809219,2028-06-06,C,False
3081,77,71.56207169717858,2028-06-07,E,True
3082,509,68.69414350035103,2028-06-08,A,True
3083,441,89.31137413224725,2028-06-09,D,False
3084,254,68.94171338713247,2028-06-10,E,False
3085,921,28.379794304154913,2028-06-11,E,False
3086,770,69.38631618757323,2028-06-12,A,False
3087,320,30.581351128366396,2028-06-13,N,False
3088,803,75.92389796569951,2028-06-14,A,True
3089,263,,2028-06-15,C,False
3090,597,7.741155198475058,2028-06-16,B,True
3091,658,51.283536243514206,2028-06-17,C,False
3092,835,,2028-06-18,C,True
3093,554,32.85706327322943,2028-06-19,E,False
3094,374,60.225630237725724,2028-06-20,C,True
3095,637,32.23248244694249,2028-06-21,D,True
3096,167,77.68937482048727,2028-06-22,C,False
3097,937,7.079143601117444,2028-06-23,D,False
3098,753,66.03882523958255,2028-06-24,A,True
3099,459,80.91948036567412,2028-06-25,E,True
3100,999,67.283168992043,2028-06-26,D,True
3101,280,49.72291950199958,2028-06-27,C,False
3102,700,95.03070137361811,2028-06-28,E,False
